日付,都道府県名,（１）療養者数（注１）,（２）①-1入院者数,（２）①-2うち、確保病床に入院している者数,（２）①-3うち、確保病床に位置付けられた臨時の医療施設･入院待機施設に入院している者数,病床数現フェーズ／最終フェーズ（注２）,即応病床数(注３),確保病床数（注４）,うち、確保病床に位置付けられた臨時の医療施設・入院待機施設の病床数,確保病床使用率（注５）,入院率（注６）,（２）②-1うち重症者数,（２）②-2うち、確保病床に入院している重症者数,（２）②-３うち、確保病床に位置付けられた臨時の医療施設･入院待機施設に入院している重症者数,うち重症者用病床数現フェーズ／最終フェーズ（注２）,即応病床数(注３),確保病床数（注４）,うち、確保病床に位置付けられた臨時の医療施設・入院待機施設の病床数,確保病床使用率（注５）,（３）①ｰ1宿泊療養者数,（３）①ｰ2うち、確保居室に位置付けられた臨時の医療施設･入院待機施設に宿泊している者数,居室数現フェーズ／最終フェーズ（注２）,即応居室数(注7),確保居室数（注8）,うち、確保居室に位置付けられた臨時の医療施設･入院待機施設の居室数,確保居室使用率（注9）,（４）臨時の医療施設･入院待機施設療養者数（再掲含む）（注10）,定員数現フェーズ／最終フェーズ（注２､11）,即応定員数（注12）,確保定員数（注13）,確保定員使用率（注14）,（５）①-1自宅療養者等数,（５）①-2うち、社会福祉施設等療養者数,（６）①-1療養先調整中の人数（注15）,（６）①-2うち、入院先調整中の人数(注16)
2021-12-29, 福井県 ,1,0,0,0,１／５,38,425,100,0,0,0,0,0,１／５,2,24,0,0,1,0,１／５,187,316,0,0,0,１／５,0,100,0,0,0,0,0
2021-12-29, 山梨県 ,2,2,2,0,１／５,98,376,0,1,100,0,0,0,１／５,7,24,0,0,0,0,１／５,966,966,479,0,0,１／５,479,479,0,0,0,0,0
2021-12-29, 長野県 ,23,12,12,0,１／３,156,513,0,2,52,0,0,0,１／３,30,43,0,0,9,0,１／３,806,806,0,1,0,－,0,0,－,2,0,0,0
2021-12-29, 岐阜県 ,1,1,1,0,１／４,317,882,0,0,100,0,0,0,１／４,53,59,0,0,0,0,１／３,1014,1739,4,0,0,１／４,0,4,0,0,0,0,0
2021-12-29, 静岡県,16,7,7,0,１／３,451,751,0,1,44,0,0,0,１／３,51,64,0,0,2,0,１／３,870,954,0,0,0,１／３,75,75,0,7,0,0,0
2021-12-29, 愛知県,41,11,11,0,１／２,1141,1666,0,1,27,0,0,0,１／２,134,172,0,0,5,0,１／２,1628,1628,0,0,0,１／２,0,0,－,14,0,11,0
2021-12-29, 三重県 ,2,2,2,0,３／３,455,455,0,0,100,0,0,0,３／３,50,50,0,0,0,0,１／３,230,665,0,0,0,３／３,0,0,－,0,0,0,0
2021-12-29, 滋賀県,26,12,12,0,Ⅰ／Ⅰ,441,483,30,2,46,0,0,0,Ⅰ／Ⅰ,52,52,0,0,14,0,Ⅰ／Ⅰ,677,677,0,2,0,Ⅰ／Ⅰ,0,30,0,0,0,0,0
2021-12-29, 京都府 ,87,77,77,0,１／２,689,875,110,9,89,8,8,0,１／２,154,171,0,5,1,0,１／１,1126,1126,0,0,0,１／２,30,110,0,9,0,0,0
2021-12-29, 大阪府 ,273,141,141,0,１／５,2072,3715,0,4,52,19,19,0,１／５,984,1377,0,1,39,0,２／７,2104,8514,0,0,0,１／５,0,1041,0,70,0,23,0
2021-12-29, 兵庫県 ,87,48,48,0,１／５,300,1417,0,3,55,3,3,0,１／５,30,142,0,2,10,0,１／５,300,2411,0,0,0,－,0,0,－,27,0,2,0
2021-12-29, 奈良県 ,8,3,3,0,２／３,379,492,0,1,38,0,0,0,２／３,32,34,0,0,3,0,２／３,1083,1083,0,0,0,２／３,0,0,－,0,0,2,0
2021-12-29, 和歌山県 ,1,1,1,0,３／３,560,560,0,0,100,0,0,0,３／３,26,26,0,0,0,0,３／３,151,201,0,0,0,３／３,0,178,0,0,0,0,0
2021-12-29, 鳥取県,0,0,0,0,１／３,219,350,5,0,－,0,0,0,１／３,19,47,0,0,0,0,１／２,277,364,0,0,0,１／１,0,5,0,0,0,0,0
2021-12-29, 島根県,14,6,6,0,１／５,181,360,0,2,43,0,0,0,１／５,5,28,0,0,0,0,１／５,133,133,0,0,0,－,0,0,－,0,0,8,8
2021-12-29, 岡山県,2,2,2,0,２／４,401,557,0,0,100,0,0,0,２／４,37,68,0,0,0,0,１／３,256,507,0,0,0,２／４,0,5,0,0,0,0,0
2021-12-29, 広島県,12,5,5,0,３／４,448,573,0,1,42,0,0,0,３／４,39,46,0,0,3,0,３／４,1561,1561,0,0,0,３／４,0,0,－,4,0,0,0
2021-12-29, 山口県,27,27,27,0,２／４,221,549,0,5,100,0,0,0,２／４,10,47,0,0,0,0,２／４,830,930,0,0,0,２／４,0,0,－,0,0,0,0
2021-12-29, 徳島県,1,1,1,0,１／５,118,263,22,0,100,0,0,0,１／５,6,25,0,0,0,0,１／５,170,450,0,0,0,１／５,0,22,0,0,0,0,0
2021-12-29, 香川県,2,2,2,0,１／３,148,264,0,1,100,0,0,0,１／３,17,30,0,0,0,0,１／２,368,424,0,0,0,１／３,0,0,－,0,0,0,0
2021-12-29, 愛媛県 ,0,0,0,0,１／３,132,261,0,0,－,0,0,0,１／３,5,19,0,0,0,0,１／３,110,263,67,0,0,１／３,0,67,0,0,0,0,0
2021-12-29, 高知県 ,1,0,0,0,１／５,78,253,0,0,0,0,0,0,１／５,16,24,0,0,0,0,１／５,147,385,0,0,0,１／５,0,0,－,0,0,1,1
2021-12-29, 福岡県,80,29,29,0,１／５,353,1558,0,2,36,3,3,0,１／５,77,206,0,1,8,0,１／４,455,2234,19,0,0,１／２,0,69,0,43,0,0,0
2021-12-29, 佐賀県 ,6,5,5,0,１／５,248,468,10,1,83,0,0,0,１／５,3,48,0,0,1,0,１／４,515,515,0,0,0,１／５,0,10,0,0,0,0,0
2021-12-29, 長崎県,5,2,2,0,１／４,76,440,0,0,40,0,0,0,１／４,21,36,0,0,0,0,１／４,511,900,0,0,0,１／４,0,0,－,3,0,0,0
2021-12-29, 熊本県,0,0,0,0,１／２,564,675,0,0,－,0,0,0,１／２,49,53,0,0,0,0,１／２,1000,1000,0,0,0,－,0,0,－,0,0,0,0
2021-12-29, 大分県,0,0,0,0,１／４,361,508,0,0,－,0,0,0,１／４,34,43,0,0,0,0,１／４,444,1349,209,0,0,１／４,0,209,0,0,0,0,0
2021-12-29, 宮崎県,0,0,0,0,１／２,225,265,0,0,－,0,0,0,１／２,12,15,0,0,0,0,１／３,50,450,0,0,0,１／３,0,0,－,0,0,0,0
2021-12-29, 鹿児島県 ,10,7,7,0,１／４,45,549,0,1,70,0,0,0,１／４,1,33,0,0,3,0,１／４,0,1757,47,0,0,１／４,0,57,0,0,0,0,0
2021-12-29, 沖縄県,164,68,68,0,３／５,286,648,0,10,41,7,7,0,３／５,30,60,0,12,64,0,３／５,410,852,0,8,0,３／５,0,0,－,13,0,19,0
2021-12-29,合計,2207,1016,1016,4,,23581,41077,779,,,91,91,0,,4175,5754,0,,416,4,,35064,61901,926,,9,,877,3917,,567,27,207,17
